SPY,,,GOVT,,,EEMV,,,CME,,,BR,,,CBOE,,,ICE,,,ACN,,
3/1/2019,276.561798,,3/1/2019,24.352169,,3/1/2019,58.21312,,3/1/2019,180.516373,,3/1/2019,100.205658,,3/1/2019,95.634125,,3/1/2019,76.422485,,3/1/2019,162.154465,
3/29/2019,279.820557,,3/29/2019,24.904728,,3/29/2019,58.628578,,3/29/2019,163.414276,,3/29/2019,102.859917,,3/29/2019,94.878601,,3/29/2019,75.663925,,3/29/2019,173.827209,
4/1/2019,283.138977,,4/1/2019,24.762381,,4/1/2019,58.955006,,4/1/2019,165.370331,,4/1/2019,104.149506,,4/1/2019,96.260429,,4/1/2019,76.518539,,4/1/2019,174.123489,
4/30/2019,291.251892,,4/30/2019,24.801926,,4/30/2019,59.271542,,4/30/2019,177.632843,,4/30/2019,117.184303,,4/30/2019,101.012306,,4/30/2019,80.841339,,4/30/2019,181.888519,
5/1/2019,289.062714,,5/1/2019,24.816778,,5/1/2019,58.87587,,5/1/2019,174.05835,,5/1/2019,116.122871,,5/1/2019,100.445663,,5/1/2019,80.165588,,5/1/2019,180.534348,
5/31/2019,272.678406,,5/31/2019,25.401052,,5/31/2019,56.482059,,5/31/2019,190.759216,,5/31/2019,123.870354,,5/31/2019,108.214272,,5/31/2019,81.695969,,5/31/2019,177.308212,
6/3/2019,271.985016,,6/3/2019,25.506214,,6/3/2019,57.006325,,6/3/2019,191.632965,,6/3/2019,122.134369,,6/3/2019,108.812469,,6/3/2019,82.004028,,6/3/2019,174.41066,
6/28/2019,291.653137,,6/28/2019,25.615341,,6/28/2019,58.860001,,6/28/2019,193.457367,,6/28/2019,127.126877,,6/28/2019,103.319008,,6/28/2019,85.678284,,6/28/2019,183.979553,
7/1/2019,294.300934,,7/1/2019,25.57659,,7/1/2019,59.080002,,7/1/2019,195.929031,,7/1/2019,128.809555,,7/1/2019,106.379791,,7/1/2019,85.897614,,7/1/2019,186.070557,
7/31/2019,296.062775,,7/31/2019,25.6064,,7/31/2019,57.810001,,7/31/2019,193.766327,,7/31/2019,126.569305,,7/31/2019,108.981964,,7/31/2019,87.59243,,7/31/2019,191.756134,
8/1/2019,293.48468,,8/1/2019,25.797491,,8/1/2019,57,,8/1/2019,199.925552,,8/1/2019,127.913452,,8/1/2019,114.724678,,8/1/2019,88.928352,,8/1/2019,193.329376,
8/30/2019,291.105682,,8/30/2019,26.464325,,8/30/2019,56.790001,,8/30/2019,216.559433,,8/30/2019,128.879257,,8/30/2019,119.160004,,8/30/2019,93.19532,,8/30/2019,197.32222,
9/3/2019,289.403534,,9/3/2019,26.507191,,9/3/2019,56.560001,,9/3/2019,217.027847,,9/3/2019,127.793976,,9/3/2019,119.089996,,9/3/2019,93.484428,,9/3/2019,194.912567,
9/30/2019,296.769989,,9/30/2019,26.248001,,9/30/2019,57.09,,9/30/2019,211.339996,,9/30/2019,124.43,,9/30/2019,114.910004,,9/30/2019,92.269997,,9/30/2019,191.527115,
10/1/2019,293.23999,,10/1/2019,26.308907,,10/1/2019,56.689999,,10/1/2019,210.720001,,10/1/2019,124.900002,,10/1/2019,115.580002,,10/1/2019,92.330002,,10/1/2019,188.808792,
10/31/2019,303.329987,,10/31/2019,26.249001,,10/31/2019,58.360001,,10/31/2019,205.75,,10/31/2019,125.220001,,10/31/2019,115.150002,,10/31/2019,94.32,,10/31/2019,185.419998,
,,,,,,,,,,,,,,,,,,,,,,,
,MONTHLY RETURNS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,SPY,,,GOVT,,,EEMV,,,CME,,,BR,,,CBOE,,,ICE,,,ACN,
,-0.025912984,0.974087016,,0.012345874,1.012345874,,-0.057082403,0.942917597,,-0.041046677,0.958953323,,-0.076355173,0.923644827,,0.020400333,1.020400333,,-0.070391812,0.929608188,,-0.015407557,0.984592443
,0.06958697,1.06958697,,-0.00121526,0.99878474,,0.059835757,1.059835757,,0.008745429,1.008745429,,0.070294215,1.070294215,,0.103422956,1.103422956,,0.026492784,1.026492784,,0.067358499,1.067358499
,0.015436168,1.015436168,,-0.00567492,0.99432508,,0.041894313,1.041894313,,0.004966159,1.004966159,,-0.014387045,0.985612955,,0.021660886,1.021660886,,-0.04299056,0.95700944,,-0.03369709,0.96630291
,0.000318931,1.000318931,,0.007754988,1.007754988,,0.008659416,1.008659416,,-0.031241544,0.968758456,,0.011609721,1.011609721,,-0.052556938,0.947443062,,0.058507036,1.058507036,,0.020673636,1.020673636
,0.023097803,1.023097803,,0.007293367,1.007293367,,0.020547881,1.020547881,,0.018675705,1.018675705,,0.072979354,1.072979354,,-0.048632436,0.951367564,,-0.04418956,0.95581044,,0.020165083,1.020165083
,0.019480803,1.019480803,,-0.001208455,0.998791545,,0.021277511,1.021277511,,-0.007185774,0.992814226,,0.007299093,1.007299093,,-0.020696571,0.979303429,,-0.010160479,0.989839521,,-0.005290798,0.994709202
,-0.0199969,0.9800031,,0,1,,0.002313672,1.002313672,,0.041555197,1.041555197,,-0.031662198,0.968337802,,-0.010412438,0.989587562,,0.031665754,1.031665754,,-0.024246215,0.975753785
,0.042649475,1.042649475,,0.008468297,1.008468297,,0.023540979,1.023540979,,0.031949841,1.031949841,,0.049851989,1.049851989,,0.070960657,1.070960657,,-0.016547036,0.983452964,,0.029987231,1.029987231
,-0.013304645,0.986695355,,-0.002010965,0.997989035,,-0.04579537,0.95420463,,0.048268581,1.048268581,,-0.021187574,0.978812426,,0.002434638,1.002434638,,0.05384059,1.05384059,,0.002465531,1.002465531
,0.037612709,1.037612709,,0.006023739,1.006023739,,0.024183996,1.024183996,,0.055541788,1.055541788,,0.067039433,1.067039433,,0.10291921,1.10291921,,0.073217232,1.073217232,,0.031372636,1.031372636
,0.026911816,1.026911816,,0.010004065,1.010004065,,-0.018383594,0.981616406,,-0.001768997,0.998231003,,0.028850591,1.028850591,,-0.006401715,0.993598285,,0.07722024,1.07722024,,0.066197528,1.066197528
,0.004444331,1.004444331,,0.00183525,1.00183525,,-0.017462153,0.982537847,,0.076549028,1.076549028,,0.030343606,1.030343606,,0.054363997,1.054363997,,-0.005909073,0.994090927,,0.038488461,1.038488461
,-0.029109582,0.970890418,,0.023724774,1.023724774,,0.020480795,1.020480795,,-0.032221245,0.967778755,,0.052412485,1.052412485,,0.01751906,1.01751906,,-0.054723438,0.945276562,,-0.05414241,0.94585759
,0.043284574,1.043284574,,-0.01511597,0.98488403,,0.014155051,1.014155051,,0.101630719,1.101630719,,0.098205154,1.098205154,,-0.058731672,0.941268328,,0.129312371,1.129312371,,0.048933855,1.048933855
,-0.02188114,0.97811886,,0.011485139,1.011485139,,0.006138108,1.006138108,,-0.019752281,0.980247719,,0.012221637,1.012221637,,-0.034801582,0.965198418,,-0.01135654,0.98864346,,0.027528066,1.027528066
,0.013417527,1.013417527,,-0.009374993,0.990625007,,0.041855102,1.041855102,,-0.037989402,0.962010598,,-0.017850733,0.982149267,,-0.007933675,0.992066325,,-0.027672178,0.972327822,,0.011896605,1.011896605
,0.001993359,1.001993359,,0,1,,-0.038572288,0.961427712,,0.037673455,1.037673455,,-0.002944528,0.997055472,,0.058002334,1.058002334,,0.048534235,1.048534235,,0.028706225,1.028706225
,-0.022303379,0.977696621,,-0.005959701,0.994040299,,-0.022462571,0.977537429,,-0.006188384,0.993811616,,-0.073871229,0.926128771,,-0.014467762,0.985532238,,-0.035706802,0.964293198,,0.006133605,1.006133605
,0.014457764,1.014457764,,0.01364385,1.01364385,,-0.038967837,0.961032163,,0.024863788,1.024863788,,0.050725917,1.050725917,,0.059849455,1.059849455,,0.010188692,1.010188692,,0.051499013,1.051499013
,-0.057772066,0.942227934,,-0.003163605,0.996836395,,-0.074067255,0.925932745,,-0.026090456,0.973909544,,-0.027808478,0.972191522,,0.014594956,1.014594956,,-0.006394676,0.993605324,,-0.08661951,0.91338049
,0.004464896,1.004464896,,0.007134657,1.007134657,,0.004232944,1.004232944,,0.023314373,1.023314373,,0.091331861,1.091331861,,0.075861859,1.075861859,,0.063515696,1.063515696,,0.064687571,1.064687571
,0.082235898,1.082235898,,-0.004327568,0.995672432,,0.046800012,1.046800012,,0.007357569,1.007357569,,0.083864198,1.083864198,,-0.003122795,0.996877205,,0.080757081,1.080757081,,0.100688657,1.100688657
,-0.008080508,0.991919492,,-0.001189731,0.998810269,,-0.049329011,0.950670989,,0.012651532,1.012651532,,-0.078135506,0.921864494,,0.05693792,1.05693792,,-0.00577782,0.99422218,,-0.003531597,0.996468403
,-0.026564753,0.973435247,,-0.005234959,0.994765041,,-0.027459639,0.972540361,,-0.040017892,0.959982108,,-0.021221027,0.978778973,,-0.075630144,0.924369856,,-0.002641254,0.997358746,,-0.033570738,0.966429262
,-0.036314928,0.963685072,,0.019108809,1.019108809,,-0.010942957,0.989057043,,0.013307784,1.013307784,,0.022332686,1.022332686,,0.041100207,1.041100207,,0.049365528,1.049365528,,0.036433153,1.036433153
,-0.00046458,0.99953542,,0.01175979,1.01175979,,0.002558141,1.002558141,,0.022361292,1.022361292,,0.042146528,1.042146528,,-0.055034811,0.944965189,,-0.106690581,0.893309419,,-0.056642773,0.943357227
,0.04275418,1.04275418,,0.006632989,1.006632989,,0.0648839,1.0648839,,0.044401444,1.044401444,,0.036063972,1.036063972,,0.035668893,1.035668893,,0.031766492,1.031766492,,0.115514817,1.115514817
,-0.002851399,0.997148601,,-0.002328567,0.997671433,,0.002337321,1.002337321,,-0.051985474,0.948014526,,0.007068302,1.007068302,,-0.07370304,0.92629696,,0.01837091,1.01837091,,-0.020056768,0.979943232
,0.008991634,1.008991634,,0.002730312,1.002730312,,-0.026958845,0.973041155,,0.0456099,1.0456099,,0.052640361,1.052640361,,0.009195981,1.009195981,,0.108059588,1.108059588,,0.0399476,1.0399476
,0.001423411,1.001423411,,0.022603243,1.022603243,,0.032233858,1.032233858,,2.39E-05,1.000023909,,0.020815293,1.020815293,,0.053613749,1.053613749,,-0.032985446,0.967014554,,-0.0480632,0.9519368
,0.034298735,1.034298735,,0.001140904,1.001140904,,0.023717696,1.023717696,,0.061351524,1.061351524,,0.035337184,1.035337184,,0.044481744,1.044481744,,0.045343021,1.045343021,,-0.006254489,0.993745511
,0.002027946,1.002027946,,-0.00381535,0.99618465,,0.00357954,1.00357954,,0.051023617,1.051023617,,0.010203982,1.010203982,,0.007593031,1.007593031,,0.065714383,1.065714383,,0.018781149,1.018781149
,1.19E-05,1.000011883,,-0.001531756,0.998468244,,0.010089713,1.010089713,,-0.033067728,0.966932272,,-0.02906174,0.97093826,,-0.059463461,0.940536539,,-0.038203678,0.961796322,,0.061793776,1.061793776
,-0.014968912,0.985031088,,-0.009608076,0.990391924,,-0.026713235,0.973286765,,-0.038147404,0.961852596,,-0.043208095,0.956791905,,-0.03877715,0.96122285,,0.010161888,1.010161888,,-0.02822142,0.97177858
,0.044405493,1.044405493,,-0.029137603,0.970862397,,-0.0445207,0.9554793,,0.133179639,1.133179639,,0.009511891,1.009511891,,0.095726252,1.095726252,,0.053031754,1.053031754,,0.028327884,1.028327884
,0.02403568,1.02403568,,0.001771065,1.001771065,,-0.005615152,0.994384848,,0.036741713,1.036741713,,0.038080493,1.038080493,,0.063471133,1.063471133,,0.006988283,1.006988283,,-0.004504503,0.995495497
,0.0101669,1.0101669,,0.003208776,1.003208776,,0.033197573,1.033197573,,0.058391528,1.058391528,,0.009100468,1.009100468,,0.09053558,1.09053558,,0.038064624,1.038064624,,-0.022239237,0.977760763
,0.038880547,1.038880547,,0.005210369,1.005210369,,0.019518883,1.019518883,,0.004631871,1.004631871,,0.052527434,1.052527434,,-0.005098737,0.994901263,,-0.020908161,0.979091839,,0.082059948,1.082059948
,-0.012571626,0.987428374,,0.005620076,1.005620076,,0.024511719,1.024511719,,-0.059543429,0.940456571,,-0.032884297,0.967115703,,0.022320047,1.022320047,,0.019326368,1.019326368,,-0.03377126,0.96622874
,0.011685655,1.011685655,,0.003984156,1.003984156,,0.007425358,1.007425358,,-0.01114892,0.98885108,,0.034003669,1.034003669,,0.021569475,1.021569475,,0.01483477,1.01483477,,0.041809243,1.041809243
,0.011563679,1.011563679,,0.007560729,1.007560729,,0.016731086,1.016731086,,0.005572684,1.005572684,,0.085693715,1.085693715,,0.047905963,1.047905963,,-0.003476894,0.996523106,,0.026556685,1.026556685
,-0.001564803,0.998435197,,-0.001186092,0.998813908,,0.002103966,1.002103966,,0.068996332,1.068996332,,-0.019302482,0.980697518,,0.052752783,1.052752783,,0.095876052,1.095876052,,-0.012850151,0.987149849
,0.018826743,1.018826743,,0.003574222,1.003574222,,0.02753271,1.02753271,,-0.02913695,0.97086305,,0.008642574,1.008642574,,0.028506409,1.028506409,,0.000449807,1.000449807,,0.039457805,1.039457805
,0.000687421,1.000687421,,0.00830349,1.00830349,,0.013951917,1.013951917,,0.016237074,1.016237074,,0.021574087,1.021574087,,0.062516577,1.062516577,,-0.038793061,0.961206939,,0.006930381,1.006930381
,0.018708709,1.018708709,,-0.007080772,0.992919228,,-0.005988149,0.994011851,,0.080244831,1.080244831,,0.040796539,1.040796539,,0.06627702,1.06627702,,0.061695223,1.061695223,,0.038201425,1.038201425
,0.019142211,1.019142211,,-0.001588519,0.998411481,,0.018760846,1.018760846,,0.005645141,1.005645141,,0.059432974,1.059432974,,0.045109978,1.045109978,,-0.046588809,0.953411191,,0.061272991,1.061272991
,0.029205145,1.029205145,,-0.001988784,0.998011216,,-0.002863421,0.997136579,,0.098427927,1.098427927,,0.044434208,1.044434208,,0.098341477,1.098341477,,0.078979166,1.078979166,,0.035324486,1.035324486
,0.014232994,1.014232994,,-0.001344589,0.998655411,,0.044010936,1.044010936,,-0.003821775,0.996178225,,0.009109189,1.009109189,,0.002736298,1.002736298,,-0.015413247,0.984586753,,0.044483726,1.044483726
,0.048852114,1.048852114,,-0.010395786,0.989604214,,0.046081455,1.046081455,,0.06001785,1.06001785,,0.061784132,1.061784132,,0.094826809,1.094826809,,0.057122327,1.057122327,,0.044591802,1.044591802
,-0.035265142,0.964734858,,-0.003249341,0.996750659,,-0.042995616,0.957004384,,0.045623207,1.045623207,,0.043668192,1.043668192,,-0.179774448,0.820225552,,-0.02299466,0.97700534,,0.003427761,1.003427761
,-0.01305937,0.98694063,,0.004475419,1.004475419,,0.020628571,1.020628571,,0.000951564,1.000951564,,0.106248873,1.106248873,,0.024604829,1.024604829,,0.009611751,1.009611751,,-0.016970866,0.983029134
,0.027343118,1.027343118,,-0.009716804,0.990283196,,-0.006822626,0.993177374,,-0.000126787,0.999873213,,-0.002790567,0.997209433,,-0.050675738,0.949324262,,0.019128111,1.019128111,,0.030775942,1.030775942
,0.022492041,1.022492041,,0.00902014,1.00902014,,-0.001475903,0.998524097,,0.040894529,1.040894529,,0.06888241,1.06888241,,-0.088202691,0.911797309,,-0.020044101,0.979955899,,0.025144956,1.025144956
,-0.004027363,0.995972637,,0.004895759,1.004895759,,-0.048459812,0.951540188,,-0.0175856,0.9824144,,-0.00701649,0.99298351,,0.057407047,1.057407047,,0.023224762,1.023224762,,0.029580308,1.029580308
,0.034833818,1.034833818,,-0.003258638,0.996741362,,0.043569193,1.043569193,,-0.029696972,0.970303028,,-0.025278303,0.974721697,,-0.063807187,0.936192813,,0.00244134,1.00244134,,-0.023892735,0.976107265
,0.033646683,1.033646683,,0.00943391,1.00943391,,-0.005880421,0.994119579,,0.082388713,1.082388713,,0.200604074,1.200604074,,0.049305277,1.049305277,,0.034749542,1.034749542,,0.058606249,1.058606249
,0.007681105,1.007681105,,-0.007745632,0.992254368,,0.014368821,1.014368821,,-0.034738648,0.965261352,,-0.030769092,0.969230908,,-0.077396348,0.922603652,,-0.028693821,0.971306179,,0.004129759,1.004129759
,-0.072327245,0.927672755,,-0.002061872,0.997938128,,-0.07300626,0.92699374,,0.051592505,1.051592505,,-0.100945656,0.899054344,,0.163042244,1.163042244,,0.023787242,1.023787242,,-0.083276849,0.916723151
,0.007824301,1.007824301,,0.007857726,1.007857726,,0.023371981,1.023371981,,0.034449008,1.034449008,,-0.092879799,0.907120201,,-0.023213188,0.976786812,,0.07724768,1.07724768,,0.037457502,1.037457502
,-0.099966055,0.900033945,,0.013969615,1.013969615,,-0.019042884,0.980957116,,0.013498266,1.013498266,,-0.075784663,0.924215337,,-0.069437803,0.930562197,,-0.06862441,0.93137559,,-0.15471772,0.84528228
,0.078943135,1.078943135,,0.00201198,1.00201198,,0.065112144,1.065112144,,-0.017782111,0.982217889,,0.060475339,1.060475339,,-0.027323011,0.972676989,,0.018983125,1.018983125,,0.09218309,1.09218309
,0.031918738,1.031918738,,0,1,,-0.006594549,0.993405451,,-0.008340655,0.991659345,,-0.016799377,0.983200623,,0.023145441,1.023145441,,-0.004773027,0.995226973,,0.042910586,1.042910586
,0.011783113,1.011783113,,0.02269034,1.02269034,,0.007136845,1.007136845,,-0.094739866,0.905260134,,0.026488115,1.026488115,,-0.007900151,0.992099849,,-0.009925875,0.990074125,,0.071985338,1.071985338
,0.028653473,1.028653473,,0.001596979,1.001596979,,0.005369111,1.005369111,,0.074151826,1.074151826,,0.125154669,1.125154669,,0.049364802,1.049364802,,0.056493499,1.056493499,,0.04459496,1.04459496
,-0.056680807,0.943319193,,0.023543508,1.023543508,,-0.040658609,0.959341391,,0.095949812,1.095949812,,0.066717977,1.066717977,,0.077341408,1.077341408,,0.019090249,1.019090249,,-0.017869929,0.982130071
,0.072313252,1.072313252,,0.004278448,1.004278448,,0.032517023,1.032517023,,0.009520293,1.009520293,,0.040877175,1.040877175,,-0.050485584,0.949514416,,0.044805799,1.044805799,,0.054864152,1.054864152
,0.005986529,1.005986529,,0.001165519,1.001165519,,-0.021496292,0.978503708,,-0.011038201,0.988961799,,-0.017391955,0.982608045,,0.024461159,1.024461159,,0.019730653,1.019730653,,0.030556027,1.030556027
,-0.008106038,0.991893962,,0.025848793,1.025848793,,-0.003684193,0.996315807,,0.083200376,1.083200376,,0.007550457,1.007550457,,0.03866061,1.03866061,,0.047982088,1.047982088,,0.020653064,1.020653064
,0.025453922,1.025453922,,-0.009778101,0.990221899,,0.009370562,1.009370562,,-0.026207932,0.973792068,,-0.026323432,0.973676568,,-0.035099439,0.964900561,,-0.01299073,0.98700927,,-0.01736908,0.98263092
,0.034408666,1.034408666,,-0.002277024,0.997722976,,0.029458494,1.029458494,,-0.023585806,0.976414194,,0.002562042,1.002562042,,-0.003720367,0.996279633,,0.021553103,1.021553103,,-0.017948285,0.982051715
,,,,,,,,,,,,,,,,,,,,,,,
,ARITHMETIC AVG RETURN,,,,,,,,,,,,,,,,,,,,,,
,0.00884974,,,0.002587738,,,0.002810617,,,0.015684749,,,0.01845284,,,0.012971566,,,0.014595187,,,0.015199766,
,,,,,,,,,,,,,,,,,,,,,,,
,GEOMETRIC MEAN,,,,,,,,,,,,,,,,,,,,,,
,0.008322946,,,0.002542663,,,0.002317918,,,0.014734132,,,0.017090435,,,0.011271019,,,0.013601989,,,0.014154253,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Covariance,SPY,GOVT,EEMV,CME,BR,CBOE,ICE,ACN,,,,,,,,,,,,,,,
SPY,0.001049006,-9.13E-05,0.000637574,0.000167142,0.000829194,0.000155484,0.000465748,0.001055922,,,,,,,,,,,,,,,
GOVT,-9.13E-05,9.04E-05,5.04E-06,-5.65E-05,8.59E-05,4.90E-05,-9.54E-05,-2.48E-05,,,,,,,,,,,,,,,
EEMV,0.000637574,5.04E-06,0.000979649,-0.000209242,0.000551047,-0.000120595,1.29E-05,0.0004995,,,,,,,,,,,,,,,
CME,0.000167142,-5.65E-05,-0.000209242,0.001941622,0.00082004,0.001080395,0.000968508,0.000254312,,,,,,,,,,,,,,,
BR,0.000829194,8.59E-05,0.000551047,0.00082004,0.002787938,0.000429,0.000565742,0.00117817,,,,,,,,,,,,,,,
CBOE,0.000155484,4.90E-05,-0.000120595,0.001080395,0.000429,0.003380142,0.000744647,0.000272206,,,,,,,,,,,,,,,
ICE,0.000465748,-9.54E-05,1.29E-05,0.000968508,0.000565742,0.000744647,0.002011436,0.000801188,,,,,,,,,,,,,,,
ACN,0.001055922,-2.48E-05,0.0004995,0.000254312,0.00117817,0.000272206,0.000801188,0.002065123,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
